3,4,10,220,U,1,42
4,4,10,220,S,1,9,1,0,0,0
5,4,10,220,S,1,27,0,0,1,1
6,4,10,220,S,1,35,1,1,0,1
7,4,10,220,S,1,6,0,0,0,0
8,4,10,220,U,1,35
9,4,10,220,U,1,34
10,4,10,220,U,1,33
11,4,10,220,S,1,20,0,0,1,0
12,4,10,220,S,1,10,1,0,0,0
13,8,16,232,S,1,218,1,0,0,0,1,0,1,0
14,8,16,232,S,1,595,0,1,0,0,1,1,1,1
15,8,16,232,U,1,771
16,8,16,232,U,1,549
17,8,16,232,S,1,123,1,0,0,0,0,0,1,0
18,8,16,232,U,1,534
19,8,16,232,S,1,211,0,1,0,0,0,1,1,0
20,8,16,232,S,1,471,1,0,1,0,1,1,1,1
21,8,16,232,U,1,530
22,8,16,232,S,1,231,1,1,1,0,1,0,1,0
23,12,24,248,U,1,9119
24,12,24,248,U,1,9465
25,12,24,248,S,1,761,1,0,1,1,0,0,1,1,0,0,0,0
26,12,24,248,U,1,10374
27,12,24,248,U,1,9222
28,12,24,248,S,1,9711,1,0,1,0,1,0,0,0,0,1,1,1
29,12,24,248,U,1,9825
30,12,24,248,S,1,5584,0,0,1,1,0,1,1,1,1,1,1,0
31,12,24,248,U,1,9716
32,12,24,248,S,1,3712,1,0,1,0,1,0,1,0,0,0,1,0
33,16,32,264,S,1,155085,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1
34,16,32,264,S,1,132002,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1
35,16,32,264,U,1,119765
36,16,32,264,S,1,141505,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1
37,16,32,264,U,1,131639
38,16,32,264,U,1,174060
39,16,32,264,S,1,49359,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
40,16,32,264,U,1,162090
41,16,32,264,U,1,181817
42,16,32,264,U,1,164208
43,18,36,272,U,1,536542
44,18,36,272,U,1,519268
45,18,36,272,U,1,522103
46,18,36,272,U,1,588966
47,18,36,272,U,1,564965
48,18,36,272,S,1,65920,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
49,18,36,272,U,1,564309
50,18,36,272,S,1,3459,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
51,18,36,272,U,1,495919
52,18,36,272,U,1,501716
53,20,40,280,S,1,1521787,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
54,20,40,280,U,1,2380479
55,20,40,280,U,1,2326904
56,20,40,280,U,1,2331925
57,20,40,280,U,1,2276733
58,20,40,280,S,1,958253,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
59,20,40,280,U,1,2187823
60,20,40,280,S,1,378870,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61,20,40,280,U,1,2625035
62,20,40,280,S,1,1581757,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
63,22,44,288,U,1,9069243
64,22,44,288,U,1,7674740
65,22,44,288,U,1,10038640
66,22,44,288,U,1,9357132
67,22,44,288,U,1,10719823
68,22,44,288,U,1,9509393
69,22,44,288,U,1,9692188
70,22,44,288,U,1,9175283
71,22,44,288,S,1,1261842,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0
72,22,44,288,U,1,9135033
73,24,48,296,U,1,38296134
74,24,48,296,S,1,30555011,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
75,24,48,296,U,1,48733691
76,24,48,296,U,1,38407004
77,24,48,296,U,1,40510037
78,24,48,296,U,1,38688037
79,24,48,296,U,1,40349209
80,24,48,296,S,1,23381278,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
81,24,48,296,U,1,40597850
82,24,48,296,U,1,42244036
83,4,20,360,S,1,31,0,1,1,0
84,4,20,360,S,1,88,1,1,1,0
85,4,20,360,U,1,149
86,4,20,360,S,1,94,1,1,0,1
87,4,20,360,U,1,97
88,4,20,360,U,1,113
89,4,20,360,U,1,128
90,4,20,360,S,1,46,1,0,1,0
91,4,20,360,U,1,142
92,4,20,360,U,1,92
93,8,40,3120,S,1,1052,1,0,0,1,0,1,1,0
94,8,40,3120,U,1,1791
95,8,40,3120,U,1,1049
96,8,40,3120,U,1,1295
97,8,40,3120,U,1,1043
98,8,40,3120,U,1,1283
99,8,40,3120,U,1,753
100,8,40,3120,U,1,1257
101,8,40,3120,S,1,438,1,0,1,1,0,1,0,0
102,8,40,3120,S,1,249,1,1,1,0,1,0,0,0
103,12,60,3180,U,1,19632
104,12,60,3180,S,1,38,1,0,0,0,0,0,0,0,0,0,0,0
105,12,60,3180,U,1,18505
106,12,60,3180,U,1,20281
107,12,60,3180,U,1,18846
108,12,60,3180,U,1,20146
109,12,60,3180,S,1,436,1,0,0,0,1,0,0,0,0,0,0,0
110,12,60,3180,U,1,19272
111,12,60,3180,U,1,19083
112,12,60,3180,U,1,19092
113,16,80,3240,U,1,278377
114,16,80,3240,U,1,275333
115,16,80,3240,U,1,254833
116,16,80,3240,U,1,298442
117,16,80,3240,U,1,304030
118,16,80,3240,U,1,257895
119,16,80,3240,U,1,279397
120,16,80,3240,S,1,264553,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1
121,16,80,3240,U,1,266092
122,16,80,3240,U,1,325154
123,18,90,3270,U,1,1331206
124,18,90,3270,U,1,1182721
125,18,90,3270,U,1,1147717
126,18,90,3270,S,1,346028,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
127,18,90,3270,S,1,18136,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
128,18,90,3270,S,1,999508,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1
129,18,90,3270,U,1,1083071
130,18,90,3270,S,1,368333,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
131,18,90,3270,U,1,1488974
132,18,90,3270,U,1,975523
133,20,100,3300,S,1,112236,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
134,20,100,3300,U,1,4731632
135,20,100,3300,S,1,3152635,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1
136,20,100,3300,U,1,4172266
137,20,100,3300,U,1,4970301
138,20,100,3300,S,1,3647472,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
139,20,100,3300,U,1,4365212
140,20,100,3300,U,1,4803447
141,20,100,3300,S,1,595133,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
142,20,100,3300,U,1,4472616
143,22,110,3330,U,1,19787210
144,22,110,3330,U,1,17903962
145,22,110,3330,U,1,17255204
146,22,110,3330,U,1,18111166
147,22,110,3330,U,1,22836225
148,22,110,3330,U,1,19741446
149,22,110,3330,S,1,1212481,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0
150,22,110,3330,S,1,674751,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
151,22,110,3330,U,1,23446034
152,22,110,3330,U,1,15662658
153,24,120,3360,U,1,74360852
154,24,120,3360,U,1,71974886
155,24,120,3360,U,1,84233345
156,24,120,3360,U,1,64185078
157,24,120,3360,U,1,71971160
158,24,120,3360,U,1,84165567
